ID,Title,Company,Location,Summary
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=05b54a7b23b66511&advn=1729840185424618," 2022년 2월 경력사원 (제조지능화)",LG에너지솔루션,청주 오창읍,"경험 - 빅데이터/AI 경험(R,
Python,SAS 등 분석 Tool 활용... 구축 및 거버넌스 수립 - 분석솔루션(Spotfire, SAS, R, 
Python) 전파 필수사항 - 관련 업무 경력 8년 이상 - 분석 시스템 구축..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=ca42174fece4f1e7&advn=1729840185424618," [HDC 랩스] 2022년 상반기 경력",현대산업개발,서울특별시,"Spring, node.js, 
python 프레임워크를 활용한 서버 개발... 전공 무관 ㆍ총경력 : 4년 이상~8년 이하 ㆍ
Python 개발 경력 4년 이상 - 
Python 서버 (Backend) 개발 경력 4년 이상 - 웹..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=84610059d3552ef1&advn=1729840185424618," (3200만이상/분당)만도연구소 소프트웨어 개발/검증 연구보조",휴먼앤,성남 분당구,"SW 등 공학 관련 전공자 C사용 경험자 관련분야/업무 유경험자 우대 
Python 가능자 우대 Vector Case 사용 경험자 우대 자동차부품 전문... 사용 경험자[우대요건] - 
Python 경험자 - Vector Case..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=f80e3683e51edd56&advn=1729840185424618," 펌웨어&어플리케이션 S/W 경력자 정규직",TPC메카트로닉스,인천,"자격요건]- 경력사항: 경력 (5년 이상 )- 학력사항: 초대졸 이상- 필요역량 1) C, C#, C++, 
Python 언어 코딩 능력 보유 2) Open Source 분석 능력 보유 , API 개발 경험 3) 통신 (TCP..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=3c1c5dc51d08cf18&advn=1729840185424618," Web / Spring Framework 개발자",에릭슨엘지,서울 금천구,"게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임>웹프로그래머>ASP|인터넷·IT·통신... 통신·모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=e29bd57c416ee579&advn=1729840185424618," 인재 Pool 등록",S&I Corp.,대한민국,"5년 이상 (IT기획, 프로젝트 PM/PL, 개발경력 등) - 자격 : 컴퓨터 언어 활용능력 보유 (JAVA, 
PYTHON) : 데이터베이스(RDBMS) 활용능력 보유 - 우대사항 : IT 예산(HW,SW,인건비) 수립 경험..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=d8918f984b349ea6&advn=1729840185424618," [국비무료/취업연계] 실무프로젝트 기반 빅데이터/핀테크/인공지능 연수생",아시아경제,서울 중구,"통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임... 프론트엔드|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>인공지능(AI..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=df228c302c3c8f9b&advn=1729840185424618," 서버개발자(벡앤드) 정규직",오비이랩,서울 강남구,"시스템 개발 [자격요건]• 경력사항: 경력(3년 이상 7년 이하)• 학력사항: 학력무관• 중상급 이상의 
Python 또는 JavaScript 언어 활용 가능자• Django 또는 Node.js rest framework에..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=5dd25746d945e947&advn=1729840185424618," 빅데이터분석 담당자 in 자원순환 모바일 앱 스타트업",그레이프 파트너즈,서울 성동구,"AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>자연어처리"
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=91bddba7f7620d51&advn=1729840185424618," [대형증권사] LP/MM 시스템 개발 및 운영,유지보수",인코리아 프로페셔널,서울 강남구,"레이딩 시스템에 대한 이해 및 열정 보유 <우대사항>C++/JAVA/
Python 프로그래밍 가능 0 명 근무조건 고용형태: 정규직급여조건: 연봉 협의... 통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=14d562d10c215572&advn=1729840185424618," PHP, Python 신입/경력 정규직",비즈부스터,서울 금천구,"주식회사 비즈부스터 PHP, 
Python 개발자 채용 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무]*당사의 서비스(비즈탑) 솔루션 및 서비... 프로그래머>PHP |인터넷·IT·통신·모바일·게임>웹프로그래머>
Python"
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=cae856b09262a4bb&advn=1729840185424618," 2월 11번가 Backend 개발 경력공채",십일번가,서울 중구,"2. 활용기술[서버 개발] - Spring Boot 2.x, Spring Cloud, Reactor, 
Python, Node.js - Oracle, MongoDB, MySQL, Kafka, Redis, Spring Cloud..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=7585ef1908280606&advn=1729840185424618," 데이터표준화 부문 경력",현대오토에버,서울 강남구,"관리 2. 자격 요건 1) 필수 · Hadoop 데이터 플랫폼 사용 경험 · SQL, Spark(Scala, 
Python)등 데이터 처리 언어 1종 이상 숙련 · 대규모 트래픽 서비스, 대용량 배치처리 시스템의 Backend..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=77f36f436c732078&advn=1729840185424618," [AWS] Application Developer",Amazon.com,서울,"experience (e.g. Java, 
Python, C++, Scala... 너와 서버리스 기술 경험 · 프로그래밍 언어 경험 (예 : Java, 
Python, C ++, Scala, Go, Ruby 등) · 애플리케이션 개발..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=19aef514479bcb87&advn=1729840185424618," Big Data Engineer",에스케이텔레콤,인천,"좋습니다.필요역량 및 경험- 
Python, Scala, Java 등 1개... 응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임>네트워크·서버·보안>사물인터넷(IoT..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=4a0a7b36dbc554f9&advn=1729840185424618," Quantitative Research Intern",WorldQuant,서울,"languages (C++ and 
Python preferred) Able... 예정자 우수한 학업 성적 프로그래밍 언어에 익숙한 분 (C++ 및 
Python 선호) 영어로 의사소통이 가능하신 분 글로벌 금융 시장에 대해 배우려는..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=e3e1c9a3233eef1f&advn=1729840185424618," 데이터 분석가 경력",LG전자,서울 영등포구,"BI(Business Intelligence) Tool 활용 가능 (Tableau, Qlik 등) - R, 
Python 활용 가능 모집기한: ~ 본 포지션 채용 시점까지 제출방법: LG그룹 채용사이트(LG Careers)를..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=474d97735565073a&advn=1729840185424618," [시높시스코리아] 2022년 Training & Hiring Program",서울여자대학교,서울 노원구,"수 있는 의사소통능력 우대사항 EDA Tool 개발 및 사용 경험이 있으신 분 스크립트 언어(bash, 
Python, TCL, Perl)를 다뤄본 경험이 있으신 분 AI & ML 분야에 관련한 깊은 경험 및 심화 지식이..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=19da3484bd7a72f1&advn=1729840185424618," Machine Learning R&D 연구원",카이어,서울 서초구,"가능) ㆍ최신 딥러닝, 기계학습 이론에 대한 이해 및 구현 역량 ㆍ
Python, TnsorFlow, C/C++, TensorRT 등 프로그래밍 실무... 대한 이해 및 구현 역량 ㆍ
Python, TnsorFlow, C/C++..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=f8bfec7bfbdffd0a&advn=1729840185424618," 애플리케이션 개발자&컨설턴트 정규직",디지포머싸스랩,서울 강남구,"Platform 컨설팅> JAVA/
Python/JScript 등의 개발... 경력(연차무관)학력사항: 대학(2,3년)졸업 이상직무기술: java, 
Python, javascript기타: > Basic SQL, HTML, CSS..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=4c338f455a08d490&advn=1729840185424618," [대기업] 클라우드 서비스 솔루션 개발",비에이블컨설팅그룹,서울,"C++|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>데이터베이스개발자|인터넷·IT·통신·모바일·게임>데이터베..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=0f5ecf38cce316bc&advn=1729840185424618," [계약직] 모바일 게임 운영 및 컨텐츠 담당자 모집",엔씨소프트,성남 판교역,"PT 제작 및 사업, 마케팅 피칭 경험 多 - 데이터 추출, 관리 및 가공을 통한 시각화 능력 (SQL / 
PYTHON / Excel VBA 가능자) 제출서류 게임 플레이 이력서(필수)(필수) 게임 플레이 리뷰(1개 게임..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=4cd34228af5013fd&advn=1729840185424618," DGIST 2019년 제1차 계약직원 공개채용 공고",대구경북과학기술원,대구 현풍면,"우수자(SPSS, R 등 통계패키지) 외국어(영어) 구사 능력 우수자 Programming(MATLAB, 
Python, C/C++ 등) 가능자 · 근무기간 : 2019.3.11.~2020.3.10. ※ 단, 재계약 평가에..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=b6d169aa029a45a6&advn=1729840185424618," [강남/스타트업] 에이스랩 자율주행 엔지니어",에이스랩,서울 강남구,"공학 등 관련학사혹은 상응하는 지식- 프로그래밍 능력 (C/C++, 
python, etc)자세한 업무 및 자격 요건은 자사 홈페이지에서 확인 00 명... 통신·모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=69d3cc2cca262747&advn=1729840185424618," Machine Learning Engineer Intern - Korea",MOLOCO,서울,"Strong algorithms and data structure skills. Fluent... least one programming language including 
Python, Java, and Golang."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=2170d6b3d4399382&advn=1729840185424618," [동화기업] 신입사원 채용",동화그룹,인천 가좌동,"공학, 수학, 통계학 전공 ㆍ데이터 분석 프로젝트 경험 보유자 우대사항 ㆍ분석 tool 사용 역량 보유자 (
Python, R, Scala 중 하나 이상) ㆍ인공지능 관련 최신 논문/기술 파악 가능자 여의도 데이터 엔지니..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=e11919aa1a40d234&advn=1729840185424618," Software Intern",Maxim Integrated,서울,"good communication skills Good Programming Skills in C#, C, 
Python Understanding of attached peripherals (I2C, SPI) Basic..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=5303e67a8fc27f86&advn=1729840185424618," 11번가 데이터 아키텍처/데이터 엔지니어 분야",십일번가,서울 중구,"MYSQL, ERD, 표준화 관리
Python, Kafka, MongoDB... 능숙하신 분개발자/기획자 인터뷰를 통한 설계 및 데이터 개발 가능자
Python, Java 를 통한 데이터 처리와 Batch Program 개발우대..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=cc7b52117054782e&advn=1729840185424618," 게임FDS 데이터 분석 전문가 (신입)",네오위즈,대한민국,"색과 인사이트 도출이 가능한 분 - 합리적인 커뮤니케이션을 통해 원활한 협업이 가능한 분 우대사항 - 
python, sql 등을 통한 데이터 분석 경험이 있는 분 - 데이터 분석을 전공하신 분 모집기간 채용시 마감..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=4d6fa0f1b9726d7c&advn=1729840185424618," 디지털 미디어 매니저(퍼포먼스&브랜딩) 신입/경력",스스스스,서울 서초구,"[우대 요건] 1) 마케팅 전공자 2) 영어 커뮤니케이션 가능자 3) 
Python을 통한 프로그래밍 가능자 4) 구글 및 페이스북 셀프서브 가능자 5) GA 및 써드파티 트래커 활용 가능자 마케팅·광고·홍보·조사>마케팅>온라인마케팅"
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=35f0a25dee5f3312&advn=1729840185424618," 딥러닝 알고리즘 및 응용 Engineer",딥엑스,성남 분당구,"모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=1961a1ecccb03336&advn=1729840185424618," [NIT Service] 네이버 파이낸셜 플랫폼 운영",엔아이티서비스,성남 분당구,"및 어플리케이션 배포 전략 지식 보유 - Shell script, 
python 및 web framework 등 기타 프로그래밍 언어 활용 가능... 보유 - Shell script, 
python 및 web framework..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=1fd963b87d62d30a&advn=1729840185424618," 한화시스템/방산 2021년 한화시스템 방산부문 신사업분야 경력사원",한화시스템,성남 분당구,"시스템개발자|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|전자·기계·기술·화학·연구개발>연구원·연구개발>전기·전자|전자·기계... 그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python"
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=cd919aed133f6b4d&advn=1729840185424618," 빅데이터분석 수시 채용",HK이노엔,서울 을지로2가,"대사항] - 빅데이터 분석 프로젝트 Leading 경력 - 보건의료 빅데이터 분석 경력 - SAS, R, 
Python 등 프로그래밍 가능자 - 머신러닝/딥러닝 활용 예측모형 개발 - 보건의료빅데이터(건강보험심사평가원, 국민..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=cda0aa8499766eeb&advn=1729840185424618," 데이터 엔지니어",RIDI Corp,서울,"에서의 데이터 파이프라인 구축 및 운영 경험 GA, Tableau 등 외부 분석/시각화 도구에 대한 지식 
Python, Java, Scala 중 하나 이상을 이용한 개발 경험 추가 정보 지원 서류 안내 제출서류 : 이력..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=555c31d136dccadb&advn=1729840185424618," 응용소프트웨어 설계 및 개발(Python)",유징테크,포항 남구,직무내용] 자동화 시스템 설계 및 개발 [근무시간 및 형태] 주 5일 근무 09:00~18:00 주소정근로시간 : 40시간 [급여조건] - 월급 2500000원 이상 - 상여금 : 400% (미 포함) - 면접 후 결정 가능...
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=578a71cd0f1d3fed&advn=1729840185424618," AI SW 개발 경력사원 채용",한화그룹,서울,"및 개선 할 수 있는 역량 보유자 프로그래밍에 대한 실무역량 보유자(TensorFlow,PyTorch,
Python,C++등) [우대요건] Vision 또는 NLP 기술을 활용하여 프로젝트 및 솔루션 개발 경험자 0명..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=e6d0e4e33687d287&advn=1729840185424618," Vocational Training Program Intern (Developer/Researcher Rol...",SAP,서울,"one or more programming languages (e.g. C, C++, 
Python, JavaScript, Typescript, etc.) Intermediate communication skills..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=dcf3ff6b6acb5519&advn=1729840185424618," 2022년 경력직 (개발,엔지니어,PM/PL 외)",한솔인티큐브,서울 마포구,"SMPP, HTTP 능숙 초대졸 이상 3년 이상 메시징 제품 (MMS,SMS,RCS) 개발경험 우대 
Python 프로그래밍 MongoDB SIP, Diameter, HTTP2, HTTPS 경력 우대 Un 인터넷·IT·통신..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=d8918f984b349ea6&advn=1729840185424618," [국비무료/취업연계] 실무프로젝트 기반 빅데이터/핀테크/인공지능 연수생",아시아경제,서울 중구,"통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임... 프론트엔드|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>인공지능(AI..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=64e3d977c702eb32&advn=1729840185424618," 경력사원",현대로보틱스,대한민국,"리눅스환경/프로그래밍(C＋＋, 
Python) 활용능력 보유 - 비전, 라이... 프로그램 구조 설계 및 개발 경력 - 리눅스환경/프로그래밍(C＋＋, 
Python) 활용능력 보유 - SW 개발방법론/Engineering 전공 및..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=87309d3ff40ead61&advn=1729840185424618," 딥러닝 AI 개발 연구원",베이리스,성남 수정구,"시스템프로그래머>임베디드(Embedded)|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python"
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=b79acb8f4c6b4c0d&advn=1729840185424618," Research Engineer",Riiid Labs,서울,"자격 요건) - 프로덕션 환경에서 발생하는 리얼 월드 문제들을 풀어 나가며 서비스와 함께 성장하고 싶으신 분 - 
Python 기반의 머신러닝 라이브러리를 활용한 개발에 익숙하신 분 (Tensorflow, Pytorch 등..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=c1eb021528f29732&advn=1729840185424618," 2022년 상반기 IT/경영정보 신입경력사원",GS네오텍,서울 구로구,"14p 인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=e30fe92d72ceb17c&advn=1729840185424618," 자율 주행, 로봇 SW 개발자",에바,성남 수정구,"(주)에바 모집부문 및 자격요건 모집부문 담당업무 자격요건 인원 자율주행 SW 엔지니어
Python응용SW [담당업무]ROS 개발, 로봇 주행 알고리즘 개발, SW Optimization[근무부서 및 직급/직책]근무부서: 개발팀..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=eff6d38d4767ff87&advn=1729840185424618," Software Engineer",Boston Consulting Group,서울,"parallel computing TECHNOLOGIES: Languages programming: 
Python, GO, C++, Java, Scala, JavaScript, TypeScript DevOps: Docker..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=df21e3bb5d773616&advn=1729840185424618," Python Programmer",Mofac,서울 서초구,"개발 – JAVA 프로그래밍(라이브러리 활용) – Spring 프레임 워크 개발 – 
Python API 프로그래밍 우대사항 – 
Python 개발 경험 – Open Source 라이브러리 개발경험 – Web 표준에 대한 경험..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=5b3c147dddec314b&advn=1729840185424618," C++/PYTHON 백엔드 개발자 (근무지:춘천or서울)",지오비전,서울 구로구,"[직무내용] 모집 분야C++/
PYTHON 백엔드 개발자모집인원 : 2명담당... 또는 이와 동등한 학위 (경력자의 경우 실무경력 2년 이상)c++ 또는 
python 사용에 능숙하신 분데이터베이스, 네트워크 등 s/w 개발과 관련한..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=e85487d0d81b009b&advn=1729840185424618," 시스템보안 담당자 채용",케이뱅크은행,서울 중학동,"경험 보유 우대사항 - AWS, Azure 등 클라우드 환경의 보안서비스 운영 경험자 - Java, 
Python 등 프로그래밍 언어 능숙자 근무조건 [근무조건] - 근무형태 : 정규직 - 모집인원 : 명 - 근무지..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=99d83bdfd2fffadd&advn=1729840185424618," Mendix - Senior Consultant (South Korea)",Siemens,서울,"language including SQL, Java, JavaScript, .NET, C#, 
Python... React You are passionate about cloud-native and mobile..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=139c920bd561c93c&advn=1729840185424618," 연계형 빅데이터 기반 딥러닝 부트 캠프 2기",알파코,서울 성동구,"통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=4d08d3e1f1815e21&advn=1729840185424618," 현대백화점 H.Point팀 데이터 분석/기획 경력",현대백화점,서울 삼성역,"적용 모델링 - OLAP툴, R, 
Python, SQL 등 활용 분석 수행 및 리포팅 - 학사 이상 학위 취득자 - OLAP툴 사용 경험(3년 이상) - R, 
Python, SQL 등 심화 분석툴 경험(2년..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=e91b5984e7f5d3fd&advn=1729840185424618," 데이터베이스개발자, 웹개발 신입/경력 정규직",여의도사람들,서울 영등포구,"개발자 ㆍCss/html 등 웹디자인 관련 유경험자 ㆍ자바스크립트, 
Python, C++, 닷넷 등 ㆍNode, Selenium, electron... 관련 유경험자ㆍ자바스크립트, 
Python, C++, 닷넷 등 ㆍNode..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=d83fc0dd2641f483&advn=1729840185424618," 전문연구요원 (병역특례) 수시 (AI / SW 분야)",딥엑스,성남 분당구,"요구 능력] - ASM/C/C++/
Python 언어 코딩 기술 - 운영체제... 경험 - Windows/Linux 상에서 C++/
Python 언어 사용 개발 경험 - C++ / 
Python 언어 사용 개발 경험 - 객체지향 설계에..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=9ab9e1640fdc64d5&advn=1729840185424618," ML Engineer_Eng",Riiid Labs,서울,"Qualifications • Experience with development using 
Python, Kotlin, Node.js, etc. • Experience with using RDBMS, NoSQL..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=f8691758f74c5242&advn=1729840185424618," Support Engineer- Developer",Microsoft,서울,"developing with Chatbot, Linux, Apache, Java, Node, 
Python, PHP, or Ruby - Knowledge and experiences of cloud services (Azure..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=d39d5624bfcc6b01&advn=1729840185424618," 인사분야 신입사원 모집",GS칼텍스,서울 역삼동,"기획 • 전공무관 (상경계열 전공 우대) Trading • 전공무관 (상경/화공계열 전공 우대) • 
Python, VBA 등 코딩 능숙자 우대 재무(회계) • 전공무관 (재무관리/파생상품 관련 전공 우대) 구매..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=eba169ad2f8bfa95&advn=1729840185424618," Sr. Application Engineer - EBS",Siemens,경기도 성남,"programming language like Visual Basic, VBScript, or 
Python is also highly desirable Programming Skills like C language..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=c896322092980fcd&advn=1729840185424618," Business Consultant - Technology",RWS,서울,"Cloud Computing. Basic knowledge and skillset with Linux, 
Python, C++/.Net, RESTful API/Embedded API is required. About RWS..."
https://kr.indeed.com/%EC%B7%A8%EC%97%85?q=python&vjk=f862c821b0734933&advn=1729840185424618," [NAVER Cloud] Media 서비스 개발",네이버,서울,"다양한 개발 경험 또는 Go, 
Python, C/C++등을 이용한 플랫폼... 가능하신 분 - Java, Kotlin, Golang, C, C++, 
Python, node.js, typescript 등으로 작성된 코드 및 프레임..."
